loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1062,5, Not Graduate, No,7600000,16300000,18,872,5100000,1900000,20700000,5000000, Approved
1063,3, Not Graduate, No,8000000,20100000,10,608,9800000,15500000,26100000,5200000, Approved
1064,0, Graduate, Yes,5400000,19500000,16,758,2600000,2700000,18300000,6000000, Approved
1065,0, Not Graduate, Yes,800000,2600000,2,618,300000,1200000,2000000,500000, Approved
1066,0, Graduate, No,4100000,14400000,4,844,2700000,6000000,9900000,4200000, Approved
1067,1, Not Graduate, No,4600000,13900000,8,520,13300000,6400000,9800000,2200000, Rejected
1068,4, Not Graduate, Yes,7900000,31400000,10,654,16500000,15200000,25400000,5000000, Approved
1069,3, Graduate, Yes,6100000,18100000,14,538,11800000,4200000,16200000,7500000, Rejected
1070,3, Not Graduate, No,4500000,16400000,6,533,1800000,5600000,12200000,3900000, Rejected
1071,5, Graduate, Yes,4100000,10100000,4,792,4400000,6100000,8600000,4900000, Approved
1072,0, Not Graduate, No,5600000,19300000,18,544,6400000,2800000,19900000,6400000, Rejected
1073,5, Graduate, No,9000000,18000000,18,509,24600000,5200000,20000000,6100000, Rejected
1074,4, Not Graduate, Yes,6400000,18400000,16,320,17700000,3600000,13900000,8300000, Rejected
1075,4, Not Graduate, No,1700000,4500000,12,821,3200000,1900000,4900000,1500000, Approved
1076,5, Graduate, Yes,9200000,28800000,20,618,14300000,10800000,33900000,10600000, Approved
1077,1, Not Graduate, No,2800000,6800000,18,596,7900000,400000,7300000,1500000, Approved
1078,0, Graduate, No,4100000,15400000,16,304,3000000,5200000,16200000,3100000, Rejected
1079,5, Graduate, Yes,7100000,15500000,4,474,7600000,9000000,22400000,9400000, Rejected
1080,4, Graduate, No,5600000,20300000,20,596,5100000,10900000,12700000,7900000, Approved
1081,4, Graduate, No,3400000,8300000,2,567,5700000,1900000,10200000,2700000, Approved
1082,3, Not Graduate, No,4500000,16100000,16,671,10500000,3600000,12400000,5800000, Approved
1083,2, Graduate, No,300000,800000,18,819,300000,300000,900000,400000, Approved
1084,0, Graduate, Yes,6400000,16900000,16,759,16200000,7100000,15200000,3100000, Approved
1085,2, Graduate, No,7100000,21400000,12,699,11400000,13400000,22600000,4800000, Approved
1086,5, Not Graduate, No,1800000,5400000,14,347,3800000,1300000,4900000,1700000, Rejected
1087,4, Graduate, Yes,8800000,27100000,2,406,16300000,6200000,26100000,5800000, Approved
1088,2, Not Graduate, No,4800000,15800000,20,860,1700000,3300000,13400000,5100000, Approved
1089,5, Graduate, Yes,4400000,16500000,10,806,3500000,4400000,11200000,2800000, Approved
1090,5, Not Graduate, Yes,6600000,16000000,12,811,13100000,5000000,14700000,5000000, Approved
1091,0, Not Graduate, Yes,4500000,12400000,18,719,10300000,200000,9200000,3100000, Approved
1092,2, Graduate, No,4000000,13000000,4,695,6400000,6900000,15400000,4300000, Approved
1093,2, Not Graduate, No,7000000,25700000,18,374,3400000,13700000,14900000,4500000, Rejected
1094,3, Graduate, No,3500000,8500000,18,609,7300000,0,12700000,2500000, Approved
1095,3, Graduate, Yes,9700000,36000000,6,631,3500000,5500000,28500000,7500000, Approved
1096,1, Graduate, Yes,4600000,13500000,20,837,5600000,7700000,11900000,2500000, Approved
1097,2, Graduate, No,2500000,8700000,4,684,0,600000,9700000,2600000, Approved
1098,0, Not Graduate, No,6400000,14200000,2,512,1600000,9200000,23100000,3500000, Rejected
1099,1, Not Graduate, Yes,4600000,10100000,4,618,2200000,100000,12900000,4300000, Approved
1100,4, Graduate, Yes,900000,2500000,4,583,1300000,800000,1800000,1100000, Approved
1101,3, Graduate, Yes,4100000,14700000,6,679,6600000,3700000,10500000,5600000, Approved
1102,2, Graduate, No,4600000,14800000,6,410,12900000,6800000,16100000,5800000, Rejected
1103,2, Graduate, Yes,3600000,11500000,8,590,1600000,5200000,10900000,3000000, Approved
1104,5, Graduate, No,5900000,13800000,14,397,12400000,600000,20400000,3000000, Rejected
1105,0, Graduate, No,4900000,16400000,2,383,3300000,3500000,15000000,5800000, Approved
1106,5, Graduate, Yes,6400000,23900000,6,406,14700000,12400000,25400000,4300000, Rejected
1107,1, Not Graduate, Yes,800000,2200000,4,852,900000,200000,2200000,1000000, Approved
1108,5, Not Graduate, No,7600000,27800000,2,753,18400000,12200000,16900000,8000000, Approved
1109,5, Graduate, Yes,3200000,7600000,4,489,5000000,2900000,10600000,1900000, Rejected
1110,4, Graduate, Yes,7300000,18300000,8,434,10000000,2900000,26800000,6700000, Rejected
1111,4, Not Graduate, No,3300000,7000000,20,504,8200000,3200000,7300000,2500000, Rejected
1112,3, Not Graduate, Yes,8100000,23300000,20,657,15700000,2900000,28100000,6200000, Approved
1113,0, Graduate, Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000, Approved
1114,0, Not Graduate, Yes,3600000,9900000,12,641,10300000,2400000,9100000,2700000, Approved
1115,0, Graduate, Yes,7800000,23300000,10,587,12500000,9300000,27500000,9700000, Approved
1116,3, Not Graduate, No,5700000,15400000,16,424,4700000,3000000,16400000,5600000, Rejected
1117,5, Graduate, No,6300000,20500000,14,515,4300000,3600000,18300000,9100000, Rejected
1118,5, Not Graduate, Yes,2300000,4700000,18,592,1600000,3900000,6200000,2800000, Approved
1119,4, Graduate, Yes,9600000,19900000,6,319,3200000,16500000,28100000,6600000, Rejected
1120,1, Not Graduate, Yes,1000000,3900000,16,360,2500000,300000,2100000,600000, Rejected
1121,2, Not Graduate, Yes,3800000,11400000,16,666,9000000,2400000,8000000,3800000, Approved
1122,2, Not Graduate, Yes,7200000,21900000,12,640,0,11400000,14600000,3800000, Approved
1123,0, Graduate, No,7600000,19700000,12,545,4300000,5200000,29500000,7300000, Rejected
1124,4, Graduate, No,4500000,15300000,10,843,13200000,6900000,10800000,2200000, Approved
1125,0, Not Graduate, Yes,700000,2000000,18,650,400000,1300000,2800000,500000, Approved
1126,0, Graduate, No,3500000,12300000,16,479,9700000,6000000,7900000,4700000, Rejected
1127,1, Graduate, Yes,300000,1000000,14,324,100000,100000,1100000,100000, Rejected
1128,4, Not Graduate, Yes,2800000,8400000,10,521,1500000,1200000,9100000,3700000, Rejected
1129,5, Not Graduate, Yes,4900000,15900000,8,505,12400000,4900000,14900000,6100000, Rejected
1130,5, Graduate, No,1400000,4100000,14,880,3700000,1800000,2800000,2100000, Approved
1131,3, Graduate, Yes,7800000,19600000,4,767,18100000,10500000,20500000,7700000, Approved
1132,0, Not Graduate, No,500000,1900000,2,857,1100000,500000,1800000,300000, Approved
1133,4, Not Graduate, No,3000000,7200000,2,680,900000,3400000,9600000,1700000, Approved
1134,5, Not Graduate, Yes,7000000,26900000,4,889,1400000,4200000,22400000,7400000, Approved
1135,1, Not Graduate, Yes,400000,1500000,16,688,400000,300000,1200000,200000, Approved
1136,3, Graduate, No,3300000,11100000,2,660,6500000,3700000,12300000,4500000, Approved
1137,1, Not Graduate, Yes,2400000,8800000,18,414,3600000,2200000,7100000,2500000, Rejected
1138,4, Graduate, Yes,5800000,15800000,14,528,6300000,100000,21400000,8700000, Rejected
1139,4, Not Graduate, Yes,9400000,20000000,12,817,3600000,1600000,34400000,8000000, Approved
1140,2, Not Graduate, No,6100000,15300000,2,799,7100000,5500000,17800000,5300000, Approved
1141,2, Not Graduate, No,4100000,16200000,6,546,3500000,3100000,15100000,3700000, Rejected
1142,3, Not Graduate, No,8500000,30800000,14,745,11000000,8200000,19400000,7200000, Approved
1143,5, Not Graduate, No,9300000,22000000,4,822,20900000,10000000,24200000,12100000, Approved
1144,4, Not Graduate, No,6000000,18700000,2,623,4300000,4000000,19100000,5700000, Approved
1145,1, Not Graduate, Yes,1100000,3800000,8,779,600000,1800000,4000000,1600000, Approved
1146,1, Graduate, Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000, Approved
1147,3, Graduate, No,8200000,28300000,2,530,15000000,10500000,20200000,12100000, Approved
1148,3, Not Graduate, No,3300000,9300000,12,324,5300000,2600000,7500000,2000000, Rejected
1149,3, Graduate, Yes,3300000,10400000,12,816,7100000,6300000,11800000,4900000, Approved
1150,5, Graduate, Yes,6200000,12800000,2,539,5600000,9800000,22300000,4800000, Rejected
1151,0, Graduate, Yes,2300000,7900000,10,430,6600000,2800000,8100000,1900000, Rejected
1152,2, Graduate, No,4000000,9200000,16,784,3200000,600000,13000000,4900000, Approved
1153,3, Graduate, No,8000000,18600000,20,565,1600000,8600000,22500000,9400000, Approved
1154,4, Graduate, Yes,7900000,26900000,14,446,17900000,7300000,16500000,8200000, Rejected
1155,4, Not Graduate, No,2400000,6000000,6,712,6800000,2200000,6000000,1200000, Approved
1156,4, Not Graduate, No,8600000,22600000,14,729,300000,16200000,20500000,11900000, Approved
1157,1, Not Graduate, Yes,5300000,14600000,20,508,11200000,2800000,17000000,4600000, Rejected
1158,0, Graduate, No,7400000,24900000,20,648,7100000,7900000,23300000,6200000, Approved
1159,0, Not Graduate, Yes,8700000,18700000,10,346,1200000,1800000,30700000,8200000, Rejected
1160,0, Not Graduate, Yes,3700000,9700000,12,501,2600000,6600000,9200000,4600000, Rejected
1161,5, Not Graduate, Yes,9200000,36300000,2,655,3000000,1200000,32200000,8700000, Approved
1162,5, Not Graduate, No,9200000,18900000,10,521,8300000,14500000,23400000,6900000, Rejected
1163,3, Not Graduate, Yes,8500000,24900000,18,749,9600000,1200000,31700000,10100000, Approved
1164,3, Graduate, No,6300000,13900000,18,748,17700000,8800000,21700000,8600000, Approved
1165,3, Not Graduate, Yes,5800000,13600000,12,321,1700000,3300000,22300000,3400000, Rejected
1166,3, Graduate, Yes,1000000,2300000,10,303,1000000,400000,2500000,1000000, Rejected
1167,0, Not Graduate, Yes,1700000,5400000,8,682,2400000,1000000,3900000,2100000, Approved
1168,2, Not Graduate, No,3200000,8600000,18,638,1000000,4900000,8600000,3500000, Approved
1169,0, Graduate, Yes,7500000,16600000,14,440,17200000,14500000,24100000,10300000, Rejected
1170,1, Not Graduate, Yes,2000000,6600000,10,873,1400000,200000,6300000,2400000, Approved
1171,3, Not Graduate, No,9100000,19700000,20,437,6300000,13700000,23700000,12900000, Rejected
1172,4, Graduate, Yes,8400000,19700000,8,796,17900000,9200000,20200000,7700000, Approved
1173,2, Not Graduate, Yes,5100000,19700000,2,733,0,4500000,12900000,6200000, Approved
1174,3, Not Graduate, No,7800000,17700000,6,403,12600000,3700000,24700000,10000000, Rejected
1175,4, Not Graduate, Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000, Approved
1176,4, Not Graduate, No,600000,1600000,6,784,300000,100000,1900000,500000, Approved
1177,5, Graduate, Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000, Rejected
1178,1, Graduate, No,8300000,24900000,10,642,11500000,15400000,21600000,5800000, Approved
1179,4, Graduate, No,7900000,29900000,8,314,22000000,4600000,26000000,8100000, Rejected
1180,5, Not Graduate, Yes,6700000,17600000,14,843,12700000,200000,19500000,5600000, Approved
1181,5, Graduate, Yes,300000,700000,10,586,0,400000,1000000,100000, Approved
1182,1, Graduate, Yes,8700000,31700000,12,525,7800000,10200000,30300000,6100000, Rejected
1183,0, Not Graduate, No,2000000,4800000,20,337,1300000,2200000,5500000,1700000, Rejected
1184,4, Graduate, Yes,8600000,27900000,8,458,22400000,1800000,34000000,11700000, Rejected
1185,2, Graduate, Yes,2300000,5400000,8,364,4500000,500000,7000000,2000000, Rejected
1186,2, Graduate, Yes,1900000,6500000,16,887,2000000,1200000,4500000,1700000, Approved
1187,1, Not Graduate, Yes,3900000,8700000,8,817,900000,2500000,10700000,2100000, Approved
1188,1, Not Graduate, Yes,1900000,4500000,12,742,1200000,2000000,4400000,1200000, Approved
1189,0, Not Graduate, Yes,3200000,11600000,4,393,4700000,300000,8000000,3100000, Approved
1190,5, Graduate, Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000, Approved
1191,4, Graduate, Yes,6100000,21700000,6,860,13900000,900000,14100000,5600000, Approved
1192,5, Graduate, No,3200000,10600000,2,432,6500000,3700000,11200000,3700000, Approved
1193,4, Graduate, Yes,9000000,30400000,20,532,21000000,7400000,30500000,13100000, Rejected
1194,0, Not Graduate, Yes,1200000,3200000,2,678,1500000,1000000,3400000,900000, Approved
1195,3, Graduate, Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000, Approved
1196,2, Not Graduate, No,4400000,16500000,16,879,7800000,7500000,10300000,5400000, Approved
1197,5, Not Graduate, Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000, Approved
1198,1, Graduate, No,6000000,21200000,12,549,17900000,8200000,16900000,6200000, Rejected
1199,1, Graduate, Yes,8000000,30600000,10,720,23700000,8500000,24900000,9700000, Approved
1200,4, Not Graduate, No,2000000,4800000,8,302,1500000,800000,4000000,2600000, Rejected
1201,5, Graduate, Yes,1300000,2900000,12,669,400000,1700000,3900000,1800000, Approved
1202,3, Graduate, No,4100000,15300000,6,440,7500000,5100000,8200000,2000000, Rejected
1203,2, Graduate, No,5200000,15400000,8,658,1200000,7500000,12800000,3200000, Approved
1204,3, Graduate, No,7600000,28700000,18,781,21300000,12400000,29600000,8000000, Approved
1205,3, Not Graduate, No,9200000,35500000,2,715,11100000,11800000,19800000,11700000, Approved
1206,3, Graduate, Yes,6100000,21600000,16,428,2900000,6100000,15100000,7200000, Rejected
1207,2, Graduate, No,4500000,16600000,20,704,6400000,4200000,16900000,2400000, Approved
1208,4, Not Graduate, No,8900000,34900000,14,694,15400000,2800000,20600000,9100000, Approved
1209,3, Graduate, Yes,8900000,35400000,14,404,22300000,7700000,26400000,5900000, Rejected
1210,1, Not Graduate, Yes,9500000,28700000,16,526,24600000,4900000,31800000,6600000, Rejected
1211,3, Graduate, Yes,300000,1000000,8,641,700000,200000,1100000,200000, Approved
1212,5, Not Graduate, No,4100000,12300000,6,582,10900000,6100000,14100000,3500000, Approved
1213,2, Graduate, No,8100000,20800000,18,778,4100000,15500000,16700000,10600000, Approved
1214,1, Not Graduate, Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000, Approved
1215,2, Not Graduate, Yes,5100000,13300000,14,313,5900000,7900000,18000000,3900000, Rejected
1216,5, Graduate, No,7300000,26200000,10,751,1400000,12200000,26700000,10400000, Approved
1217,0, Not Graduate, Yes,6800000,15300000,14,699,19900000,2600000,13900000,8300000, Approved
1218,0, Not Graduate, Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000, Approved
1219,0, Graduate, Yes,4400000,16800000,14,795,8700000,8700000,12600000,3400000, Approved
1220,5, Not Graduate, Yes,9200000,28100000,10,448,22300000,3300000,33200000,10700000, Rejected
1221,1, Graduate, Yes,2600000,8600000,6,730,800000,2900000,6000000,3100000, Approved
1222,5, Graduate, No,7300000,17200000,2,345,6100000,8400000,23200000,4900000, Rejected
1223,4, Not Graduate, No,8300000,23300000,20,398,18500000,11500000,17100000,9900000, Rejected
1224,1, Not Graduate, No,9300000,27500000,6,364,12200000,13800000,25300000,10800000, Rejected
1225,2, Graduate, Yes,4300000,15200000,12,552,3400000,2100000,12700000,4800000, Approved
1226,2, Graduate, Yes,900000,3500000,6,763,2300000,300000,2000000,600000, Approved
1227,5, Not Graduate, No,3000000,8900000,20,886,2600000,1000000,10600000,2800000, Approved
1228,4, Not Graduate, No,9700000,26200000,4,518,26200000,0,22500000,14000000, Rejected
1229,0, Graduate, Yes,6900000,26800000,20,515,10800000,2500000,16700000,8300000, Rejected
1230,2, Not Graduate, Yes,3800000,12400000,8,340,1800000,2600000,9700000,2600000, Rejected
1231,3, Not Graduate, Yes,600000,1700000,14,521,0,1000000,1700000,600000, Rejected
1232,0, Not Graduate, No,9000000,35100000,6,898,500000,16200000,20700000,9100000, Approved
1233,1, Not Graduate, No,7800000,21300000,10,326,22800000,10700000,18500000,4500000, Rejected
1234,2, Graduate, No,4600000,17500000,20,597,11400000,6100000,14100000,4100000, Approved
1235,0, Not Graduate, No,6000000,22900000,16,302,12200000,6500000,17700000,7100000, Rejected
1236,2, Graduate, No,9300000,22000000,14,393,4300000,3800000,28400000,13900000, Rejected
1237,0, Graduate, No,4200000,10300000,10,506,9300000,4500000,12400000,6000000, Rejected
1238,3, Graduate, No,9600000,37800000,10,418,6700000,5500000,34900000,11300000, Rejected
1239,4, Graduate, No,7800000,28600000,2,703,500000,12400000,29500000,10500000, Approved
1240,3, Graduate, No,2400000,5900000,2,425,1100000,500000,7400000,2500000, Rejected
1241,0, Not Graduate, No,3900000,11300000,12,305,5000000,5900000,8800000,2100000, Rejected
1242,5, Graduate, Yes,9600000,20600000,6,456,17300000,11000000,21700000,11600000, Rejected
1243,3, Graduate, Yes,1100000,3800000,20,814,1400000,1500000,3200000,1100000, Approved
1244,4, Not Graduate, No,6400000,24900000,2,640,10000000,5700000,18700000,6300000, Approved
1245,4, Graduate, No,7600000,29800000,20,361,13800000,5800000,15300000,5900000, Rejected
1246,5, Not Graduate, No,6800000,20100000,14,839,1900000,600000,15600000,7500000, Approved
1247,5, Graduate, No,7100000,27000000,20,592,5100000,9600000,20200000,7600000, Approved
1248,5, Not Graduate, Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000, Approved
1249,0, Graduate, Yes,8600000,29400000,16,643,1000000,14100000,33000000,12300000, Approved
1250,5, Graduate, Yes,6100000,14400000,16,400,9200000,2800000,23800000,5600000, Rejected
1251,5, Not Graduate, Yes,4100000,12400000,8,309,8200000,1000000,13000000,3300000, Rejected
1252,5, Not Graduate, No,3200000,7400000,2,838,2200000,2900000,10200000,3600000, Approved
1253,3, Not Graduate, Yes,7500000,21600000,14,678,8800000,12100000,20100000,11200000, Approved
1254,2, Graduate, No,2500000,7000000,20,547,800000,1200000,5200000,2300000, Rejected
1255,5, Graduate, No,1100000,4000000,16,498,400000,100000,2300000,700000, Rejected
1256,2, Not Graduate, No,5000000,12400000,8,709,11300000,6800000,13300000,4200000, Approved
1257,1, Not Graduate, No,1500000,6000000,6,507,2600000,2700000,4800000,1900000, Rejected
1258,5, Not Graduate, No,3700000,9100000,18,368,3400000,2400000,8400000,3300000, Rejected
1259,1, Graduate, No,2000000,5000000,6,876,500000,2900000,5800000,1500000, Approved
1260,3, Not Graduate, No,2000000,4700000,14,673,800000,3400000,5900000,1500000, Approved
1261,1, Graduate, No,4900000,18100000,8,382,13600000,400000,15500000,2400000, Rejected
1262,1, Graduate, Yes,7500000,25000000,18,628,3500000,2200000,21700000,4700000, Approved
1263,2, Graduate, Yes,8700000,26400000,2,778,8500000,2400000,28800000,10300000, Approved
1264,4, Graduate, Yes,7300000,17200000,18,831,18500000,4300000,23000000,5200000, Approved
1265,2, Graduate, No,2700000,9300000,16,656,7700000,2500000,6400000,3600000, Approved
1266,5, Graduate, No,3100000,10500000,6,584,7700000,2100000,10900000,2900000, Approved
1267,3, Graduate, Yes,2300000,8000000,14,472,4400000,3300000,7700000,1800000, Rejected
1268,2, Graduate, Yes,2700000,6400000,18,547,5000000,1700000,9200000,1700000, Rejected
1269,1, Not Graduate, Yes,800000,2800000,16,726,2000000,1300000,3100000,1200000, Approved
1270,1, Graduate, No,6600000,18500000,8,712,2300000,3200000,24400000,7600000, Approved
1271,3, Graduate, No,3900000,10700000,6,790,10600000,1900000,12500000,2700000, Approved
1272,3, Graduate, No,2000000,4200000,6,831,1300000,1700000,6900000,1200000, Approved
1273,2, Graduate, Yes,9100000,20900000,20,632,4200000,400000,30000000,13200000, Approved
1274,3, Graduate, No,4700000,10800000,8,527,13300000,3100000,13600000,4800000, Rejected
1275,3, Not Graduate, Yes,3200000,11100000,6,708,8900000,5700000,8100000,1500000, Approved
1276,2, Not Graduate, No,1700000,4200000,14,829,200000,1600000,4600000,1600000, Approved
1277,1, Not Graduate, No,2600000,8100000,12,854,4500000,5100000,6300000,2500000, Approved
1278,3, Not Graduate, Yes,2700000,6700000,14,899,2400000,4200000,6000000,2000000, Approved
1279,0, Not Graduate, Yes,3600000,13400000,6,589,3600000,0,11200000,4000000, Approved
1280,4, Graduate, Yes,7200000,26000000,6,571,4700000,0,22600000,4200000, Approved
1281,2, Not Graduate, Yes,2500000,6400000,6,708,6900000,200000,9900000,3500000, Approved
1282,2, Not Graduate, No,5500000,19600000,16,328,2400000,4800000,10900000,3700000, Rejected
1283,3, Not Graduate, No,9000000,19000000,8,693,18300000,4500000,29600000,7200000, Approved
1284,4, Graduate, No,5600000,15600000,12,470,9900000,10700000,14600000,7000000, Rejected
1285,2, Not Graduate, Yes,3200000,12500000,8,849,400000,5300000,10400000,4400000, Approved
1286,4, Graduate, No,7300000,14900000,2,358,13600000,12300000,20400000,7300000, Rejected
1287,0, Not Graduate, No,1800000,4200000,6,836,1300000,1900000,6800000,2000000, Approved
1288,3, Graduate, No,500000,1700000,10,509,400000,300000,1400000,300000, Rejected
1289,4, Graduate, No,300000,1100000,4,359,100000,0,1000000,200000, Approved
1290,1, Not Graduate, Yes,5700000,20100000,14,442,11700000,7300000,17900000,6500000, Rejected
1291,1, Graduate, Yes,3500000,8100000,10,626,7100000,5500000,7200000,2900000, Approved
1292,5, Not Graduate, Yes,3900000,8300000,18,600,3900000,600000,10400000,5600000, Approved
1293,5, Graduate, No,9000000,32800000,4,773,10600000,4100000,18900000,11500000, Approved
1294,3, Not Graduate, No,800000,3000000,14,576,1200000,1300000,2600000,400000, Approved
1295,5, Not Graduate, Yes,2900000,7500000,12,678,3400000,3000000,10900000,3700000, Approved
1296,0, Graduate, Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000, Approved
1297,0, Not Graduate, Yes,1900000,6300000,16,811,1100000,100000,5100000,1900000, Approved
1298,5, Not Graduate, Yes,5900000,16000000,6,798,15900000,5000000,12300000,3100000, Approved
1299,2, Not Graduate, No,1400000,2900000,12,490,600000,1600000,5500000,1300000, Rejected
1300,2, Graduate, Yes,1800000,5500000,6,448,2900000,300000,5600000,1300000, Rejected
1301,1, Graduate, No,7400000,19200000,20,415,2200000,4800000,29200000,7000000, Rejected
1302,4, Not Graduate, Yes,5000000,18000000,14,307,5300000,5600000,12800000,3300000, Rejected
1303,4, Not Graduate, No,6000000,15800000,18,593,6800000,4800000,13200000,6400000, Approved
1304,0, Graduate, Yes,7100000,19300000,6,783,3900000,4800000,21800000,5000000, Approved
1305,3, Not Graduate, Yes,9500000,20100000,2,506,16800000,800000,32700000,11000000, Rejected
1306,4, Not Graduate, Yes,2200000,8600000,2,461,1400000,3000000,4700000,2100000, Approved
1307,4, Not Graduate, Yes,5500000,20000000,8,666,3800000,4700000,18000000,7900000, Approved
1308,3, Not Graduate, No,8100000,22300000,10,686,20400000,8700000,19200000,6200000, Approved
1309,4, Not Graduate, No,5600000,14800000,20,656,9600000,9200000,11600000,6500000, Approved
1310,2, Graduate, No,3600000,12100000,14,408,10100000,4200000,13000000,5400000, Rejected
1311,5, Graduate, No,600000,1300000,14,408,1000000,300000,1600000,900000, Rejected
1312,1, Graduate, Yes,4900000,16500000,12,439,7500000,1400000,10300000,7200000, Rejected
1313,0, Not Graduate, Yes,3800000,10600000,12,490,3300000,6500000,14400000,3100000, Rejected
1314,4, Graduate, No,7800000,25400000,18,425,3000000,14000000,30500000,7200000, Rejected
1315,4, Graduate, Yes,5900000,17300000,20,657,1500000,5600000,13000000,4100000, Approved
1316,2, Not Graduate, No,4900000,16800000,10,480,2200000,8900000,12600000,2700000, Rejected
1317,1, Not Graduate, Yes,9800000,36000000,12,629,28000000,4100000,29800000,11200000, Approved
1318,1, Graduate, Yes,1200000,4700000,2,667,1100000,300000,4200000,800000, Approved
1319,2, Graduate, No,7400000,16000000,20,358,16700000,5500000,26800000,4300000, Rejected
1320,2, Not Graduate, No,3300000,11700000,14,439,4000000,6300000,8300000,1700000, Rejected
1321,2, Graduate, Yes,4800000,15300000,12,503,3300000,4000000,12000000,4300000, Rejected
1322,4, Graduate, Yes,4600000,11900000,6,810,11200000,8200000,17500000,5200000, Approved
1323,1, Graduate, Yes,8000000,30600000,14,302,12700000,13100000,23900000,6800000, Rejected
1324,0, Not Graduate, No,4100000,8800000,18,300,10900000,6400000,8600000,3500000, Rejected
1325,4, Not Graduate, No,2600000,7200000,16,612,1300000,1000000,5800000,1400000, Approved
1326,3, Not Graduate, No,1300000,5000000,6,686,2700000,2000000,4100000,900000, Approved
1327,4, Not Graduate, No,5400000,12600000,18,786,300000,2500000,21000000,6600000, Approved
1328,3, Not Graduate, Yes,4800000,14200000,12,369,3200000,200000,14000000,3000000, Rejected
1329,2, Not Graduate, Yes,200000,500000,6,746,400000,0,500000,0, Approved
1330,2, Not Graduate, No,7600000,16700000,20,692,9900000,9600000,25100000,7400000, Approved
1331,1, Not Graduate, Yes,1400000,3300000,18,321,900000,1500000,3000000,700000, Rejected
1332,2, Not Graduate, Yes,3800000,15000000,14,730,10800000,2900000,10700000,3600000, Approved
1333,3, Not Graduate, No,2700000,10800000,6,480,4400000,0,10300000,3500000, Rejected
1334,2, Not Graduate, Yes,5000000,10700000,2,753,12600000,9000000,11500000,5700000, Approved
1335,3, Graduate, No,3700000,9000000,6,483,9300000,400000,9900000,3600000, Rejected
1336,4, Not Graduate, Yes,300000,1100000,4,315,700000,100000,900000,100000, Approved
1337,2, Graduate, No,7900000,17700000,4,402,20900000,11800000,25600000,8400000, Rejected
1338,0, Graduate, Yes,900000,3100000,4,355,1700000,100000,3000000,500000, Approved
1339,0, Not Graduate, Yes,5600000,20000000,20,606,7100000,500000,20000000,7600000, Approved
1340,0, Graduate, Yes,9000000,33100000,20,734,2800000,5900000,25300000,10300000, Approved
1341,5, Graduate, No,5300000,20500000,16,802,11200000,7100000,21100000,4100000, Approved
1342,0, Not Graduate, No,1000000,2200000,12,302,2200000,400000,3700000,1400000, Rejected
1343,0, Graduate, Yes,2900000,9900000,8,312,1800000,4500000,11200000,3700000, Rejected
1344,3, Not Graduate, No,7600000,19100000,14,762,14800000,15000000,23500000,7300000, Approved
1345,1, Graduate, No,6300000,18200000,18,849,4300000,5800000,15500000,5200000, Approved
1346,3, Not Graduate, No,1900000,7400000,18,592,2300000,3000000,6000000,1800000, Approved
1347,2, Not Graduate, Yes,4100000,11400000,14,505,8100000,7500000,10100000,5500000, Rejected
1348,2, Not Graduate, No,6600000,22900000,16,543,2500000,11000000,26300000,8500000, Rejected
1349,4, Graduate, Yes,300000,1100000,12,674,600000,0,800000,200000, Approved
1350,5, Not Graduate, Yes,4800000,17000000,10,666,6800000,5400000,12400000,2900000, Approved
1351,4, Not Graduate, No,4500000,17300000,18,830,200000,4200000,12000000,2500000, Approved
1352,2, Graduate, No,3800000,9400000,16,383,8300000,500000,9200000,2300000, Rejected
1353,2, Graduate, Yes,7000000,18900000,8,584,13000000,13600000,20600000,5000000, Approved
1354,0, Not Graduate, Yes,2600000,5900000,6,572,5800000,3100000,7300000,3800000, Approved
1355,0, Not Graduate, Yes,9300000,32000000,8,438,24800000,6400000,34900000,12400000, Rejected
1356,5, Not Graduate, No,6200000,13700000,2,468,3300000,12300000,13900000,5500000, Rejected
1357,2, Graduate, Yes,3600000,9200000,18,700,4400000,1800000,10700000,3500000, Approved
1358,5, Graduate, Yes,9500000,36700000,16,348,3500000,2200000,31600000,11400000, Rejected
1359,5, Graduate, Yes,600000,1400000,10,877,1400000,400000,2000000,700000, Approved
1360,0, Not Graduate, Yes,3800000,14900000,6,899,7800000,600000,12400000,2800000, Approved
1361,3, Graduate, Yes,1400000,3500000,12,610,1200000,600000,3800000,1400000, Approved
1362,1, Not Graduate, No,6300000,23900000,4,742,1500000,7100000,21800000,4300000, Approved
1363,1, Not Graduate, Yes,2800000,6600000,18,801,4000000,4900000,7100000,3700000, Approved
1364,4, Graduate, Yes,5400000,17100000,2,533,13800000,5100000,12200000,4700000, Approved
